country	subset	label	treatment	block	legume	richness	date (additional dates below!)	NDVI	droughtstart	relday	comments	data not yet checked for consistency!!!
BE	invader	D-iIII	D	2	0	1	20.08.2014	0,56	19.06.2014	62		
BE	invader	D-jII	D	2	1	1	20.08.2014	0,61	19.06.2014	62		
BE	invader	D-138acj	D	2	1	6	20.08.2014	0,49	19.06.2014	62		
BE	species	D-567abc	D	2	1	6	20.08.2014	0,36	19.06.2014	62		
BE	phytometer	D-LI	D	2	1	3	20.08.2014	0,67	19.06.2014	62		
BE	phytometer	D-SI	D	2	1	3	20.08.2014	0,74	19.06.2014	62		
BE	within	D-NQV	D	3	0	3	20.08.2014	0,48	19.06.2014	62		
BE	species	D-134abc	D	3	1	6	20.08.2014	0,68	19.06.2014	62		
BE	within	D-NOQ	D	3	0	3	20.08.2014	0,55	19.06.2014	62		
BE	species	D-123567	D	3	0	6	20.08.2014	0,56	19.06.2014	62		
BE	species	D-123	D	3	0	3	20.08.2014	0,57	19.06.2014	62		
BE	species	D-24a	D	3	1	3	20.08.2014	0,69	19.06.2014	62		
BE	species	D-124678	D	3	0	6	20.08.2014	0,70	19.06.2014	62		
BE	species	D-1358ac	D	3	1	6	20.08.2014	0,67	19.06.2014	62		
BE	within	D-LPT	D	3	0	3	20.08.2014	0,45	19.06.2014	62		
BE	invader	D-12i	D	3	0	3	20.08.2014	0,64	19.06.2014	62		
BE	species	D-134578	D	3	0	6	20.08.2014	0,55	19.06.2014	62		
BE	within	D-R	D	3	0	1	20.08.2014	0,47	19.06.2014	62		
BE	species	D-5	D	3	0	1	20.08.2014	0,38	19.06.2014	62		
BE	species	D-d	D	3	1	1	20.08.2014	0,45	19.06.2014	62		
BE	within	D-MNQRTU	D	3	0	6	20.08.2014	0,50	19.06.2014	62		
BE	within	D-Q	D	3	0	1	20.08.2014	0,36	19.06.2014	62		
BE	invader	D-2dj	D	3	1	3	20.08.2014	0,59	19.06.2014	62		
BE	invader	D-iI	D	3	0	1	20.08.2014	0,51	19.06.2014	62		
BE	invader	D-iII	D	3	0	1	20.08.2014	0,64	19.06.2014	62		
BE	within	D-KNORSV	D	3	0	6	20.08.2014	0,40	19.06.2014	62		
BE	within	D-MNOPSU	D	3	0	6	20.08.2014	0,42	19.06.2014	62		
BE	species	D-b	D	3	1	1	20.08.2014	0,41	19.06.2014	62		
BE	within	D-KNPSUV	D	3	0	6	20.08.2014	0,50	19.06.2014	62		
BE	species	D-8	D	3	0	1	20.08.2014	0,57	19.06.2014	62		
BE	within	D-LMS	D	3	0	3	20.08.2014	0,44	19.06.2014	62		
BE	species	D-1258cd	D	3	1	6	20.08.2014	0,57	19.06.2014	62		
BE	invader	D-35j	D	3	1	3	20.08.2014	0,76	19.06.2014	62		
BE	species	D-26b	D	3	1	3	20.08.2014	0,65	19.06.2014	62		
BE	species	D-2	D	3	0	1	20.08.2014	0,60	19.06.2014	62		
BE	invader	D-258cdj	D	3	1	6	20.08.2014	0,59	19.06.2014	62		
BE	invader	D-2357cj	D	3	1	6	20.08.2014	0,74	19.06.2014	62		
BE	invader	D-147bdi	D	3	1	6	20.08.2014	0,70	19.06.2014	62		
BE	within	D-U	D	3	0	1	20.08.2014	0,32	19.06.2014	62		
BE	invader	D-13478i	D	3	0	6	20.08.2014	0,54	19.06.2014	62		
BE	phytometer	D-LII	D	3	1	3	20.08.2014	0,59	19.06.2014	62		
BE	phytometer	D-SII	D	3	1	3	20.08.2014	0,46	19.06.2014	62		
BE	species	C-3cd	C	4	1	3	20.08.2014	0,65	19.06.2014	62		
BE	species	C-d	C	4	1	1	20.08.2014	0,66	19.06.2014	62		
BE	species	C-124678	C	4	0	6	20.08.2014	0,68	19.06.2014	62		
BE	within	C-KNPSUV	C	4	0	6	20.08.2014	0,54	19.06.2014	62		
BE	within	C-N	C	4	0	1	20.08.2014	0,61	19.06.2014	62		
BE	species	C-8	C	4	0	1	20.08.2014	0,67	19.06.2014	62		
BE	invader	C-268bdi	C	4	1	6	20.08.2014	0,68	19.06.2014	62		
BE	invader	C-8ci	C	4	1	3	20.08.2014	0,66	19.06.2014	62		
BE	species	C-c	C	4	1	1	20.08.2014	0,69	19.06.2014	62		
BE	species	C-1467bd	C	4	1	6	20.08.2014	0,73	19.06.2014	62		
BE	within	C-KNRTUV	C	4	0	6	20.08.2014	0,56	19.06.2014	62		
BE	invader	C-56i	C	4	0	3	20.08.2014	0,76	19.06.2014	62		
BE	invader	C-34j	C	4	1	3	20.08.2014	0,74	19.06.2014	62		
BE	species	C-7	C	4	0	1	20.08.2014	0,71	19.06.2014	62		
BE	within	C-KNORSV	C	4	0	6	20.08.2014	0,71	19.06.2014	62		
BE	invader	C-2357cj	C	4	1	6	20.08.2014	0,79	19.06.2014	62		
BE	species	C-1	C	4	0	1	20.08.2014	0,77	19.06.2014	62		
BE	species	C-24a	C	4	1	3	20.08.2014	0,72	19.06.2014	62		
BE	species	C-134578	C	4	0	6	20.08.2014	0,73	19.06.2014	62		
BE	species	C-68b	C	4	1	3	20.08.2014	0,68	19.06.2014	62		
BE	within	C-OQU	C	4	0	3	20.08.2014	0,61	19.06.2014	62		
BE	within	C-LRS	C	4	0	3	20.08.2014	0,63	19.06.2014	62		
BE	species	C-2468ad	C	4	1	6	20.08.2014	0,67	19.06.2014	62		
BE	species	C-a	C	4	1	1	20.08.2014	0,62	19.06.2014	62		
BE	species	C-567	C	4	0	3	20.08.2014	0,75	19.06.2014	62		
BE	within	C-KNPQTV	C	4	0	6	20.08.2014	0,67	19.06.2014	62		
BE	species	C-134abc	C	4	1	6	20.08.2014	0,73	19.06.2014	62		
BE	species	C-1358ac	C	4	1	6	20.08.2014	0,73	19.06.2014	62		
BE	invader	C-iII	C	4	0	1	20.08.2014	0,69	19.06.2014	62		
BE	invader	C-23568j	C	4	1	6	20.08.2014	0,64	19.06.2014	62		
BE	species	C-6	C	4	0	1	20.08.2014	0,70	19.06.2014	62		
BE	invader	C-7cj	C	4	1	3	20.08.2014	0,78	19.06.2014	62		
BE	species	C-1258cd	C	4	1	6	20.08.2014	0,73	19.06.2014	62		
BE	invader	C-258cdj	C	4	1	6	20.08.2014	0,73	19.06.2014	62		
BE	within	C-LMS	C	4	0	3	20.08.2014	0,63	19.06.2014	62		
BE	phytometer	C-LII	C	4	1	3	20.08.2014	0,68	19.06.2014	62		
BE	phytometer	C-SII	C	4	1	3	20.08.2014	0,68	19.06.2014	62		
BE	species	C-2357ac	C	5	1	6	20.08.2014	0,59	19.06.2014	62		
BE	within	C-NOQ	C	5	0	3	20.08.2014	0,62	19.06.2014	62		
BE	invader	C-jI	C	5	1	1	20.08.2014	0,66	19.06.2014	62		
BE	within	C-KLOPRS	C	5	0	6	20.08.2014	0,66	19.06.2014	62		
BE	invader	C-iIII	C	5	0	1	20.08.2014	0,63	19.06.2014	62		
BE	invader	C-8bi	C	5	1	3	20.08.2014	0,71	19.06.2014	62		
BE	within	C-R	C	5	0	1	20.08.2014	0,53	19.06.2014	62		
BE	within	C-O	C	5	0	1	20.08.2014	0,73	19.06.2014	62		
BE	species	C-2	C	5	0	1	20.08.2014	0,74	19.06.2014	62		
BE	species	C-2468bd	C	5	1	6	20.08.2014	0,63	19.06.2014	62		
BE	species	C-357	C	5	0	3	20.08.2014	0,61	19.06.2014	62		
BE	within	C-LPT	C	5	0	3	20.08.2014	0,73	19.06.2014	62		
BE	invader	C-147bdi	C	5	1	6	20.08.2014	0,65	19.06.2014	62		
BE	invader	C-246adj	C	5	1	6	20.08.2014	0,61	19.06.2014	62		
BE	within	C-MRV	C	5	0	3	20.08.2014	0,59	19.06.2014	62		
BE	within	C-KRU	C	5	0	3	20.08.2014	0,59	19.06.2014	62		
BE	invader	C-jII	C	5	1	1	20.08.2014	0,78	19.06.2014	62		
BE	within	C-S	C	5	0	1	20.08.2014	0,67	19.06.2014	62		
BE	within	C-V	C	5	0	1	20.08.2014	0,69	19.06.2014	62		
BE	species	C-234568	C	5	0	6	20.08.2014	0,66	19.06.2014	62		
BE	within	C-PTU	C	5	0	3	20.08.2014	0,65	19.06.2014	62		
BE	invader	C-35j	C	5	1	3	20.08.2014	0,78	19.06.2014	62		
BE	invader	C-jIII	C	5	1	1	20.08.2014	0,75	19.06.2014	62		
BE	invader	C-2dj	C	5	1	3	20.08.2014	0,75	19.06.2014	62		
BE	phytometer	C-LIII	C	5	1	3	20.08.2014	0,73	19.06.2014	62		
BE	within	C-K	C	5	0	1	20.08.2014	0,62	19.06.2014	62		
BE	species	C-4	C	5	0	1	20.08.2014	0,71	19.06.2014	62		
BE	species	C-3	C	5	0	1	20.08.2014	0,71	19.06.2014	62		
BE	invader	C-138acj	C	5	1	6	20.08.2014	0,76	19.06.2014	62		
BE	phytometer	C-SIII	C	5	1	3	20.08.2014	0,67	19.06.2014	62		
BE	within	C-KMPQTU	C	5	0	6	20.08.2014	0,48	19.06.2014	62		
BE	species	C-5	C	5	0	1	20.08.2014	0,70	19.06.2014	62		
BE	within	C-MNOPSU	C	5	0	6	20.08.2014	0,64	19.06.2014	62		
BE	species	C-123	C	5	0	3	20.08.2014	0,65	19.06.2014	62		
BE	species	D-abc	D	6	1	3	20.08.2014	0,46	19.06.2014	62		
BE	species	D-234568	D	6	0	6	20.08.2014	0,33	19.06.2014	62		
BE	invader	D-34j	D	6	1	3	20.08.2014	0,39	19.06.2014	62		
BE	invader	D-jIII	D	6	1	1	20.08.2014	0,61	19.06.2014	62		
BE	species	D-2468bd	D	6	1	6	20.08.2014	0,35	19.06.2014	62		
BE	within	D-LRS	D	6	0	3	20.08.2014	0,47	19.06.2014	62		
BE	within	D-KNRTUV	D	6	0	6	20.08.2014	0,36	19.06.2014	62		
BE	invader	D-56abci	D	6	1	6	20.08.2014	0,55	19.06.2014	62		
BE	phytometer	D-SIII	D	6	1	3	20.08.2014	0,45	19.06.2014	62		
BE	within	D-S	D	6	0	1	20.08.2014	0,46	19.06.2014	62		
BE	within	D-P	D	6	0	1	20.08.2014	0,42	19.06.2014	62		
BE	invader	D-56i	D	6	0	3	20.08.2014	0,59	19.06.2014	62		
BE	species	D-6	D	6	0	1	20.08.2014	0,38	19.06.2014	62		
BE	within	D-O	D	6	0	1	20.08.2014	0,40	19.06.2014	62		
BE	invader	D-246adj	D	6	1	6	20.08.2014	0,48	19.06.2014	62		
BE	species	D-2468ad	D	6	1	6	20.08.2014	0,45	19.06.2014	62		
BE	invader	D-abj	D	6	1	3	20.08.2014	0,39	19.06.2014	62		
BE	species	D-357	D	6	0	3	20.08.2014	0,56	19.06.2014	62		
BE	within	D-KMPQTU	D	6	0	6	20.08.2014	0,45	19.06.2014	62		
BE	within	D-KMO	D	6	0	3	20.08.2014	0,52	19.06.2014	62		
BE	within	D-MRV	D	6	0	3	20.08.2014	0,42	19.06.2014	62		
BE	species	D-3	D	6	0	1	20.08.2014	0,45	19.06.2014	62		
BE	within	D-T	D	6	0	1	20.08.2014	0,41	19.06.2014	62		
BE	invader	D-7cj	D	6	1	3	20.08.2014	0,48	19.06.2014	62		
BE	within	D-KNPQTV	D	6	0	6	20.08.2014	0,50	19.06.2014	62		
BE	phytometer	D-LIII	D	6	1	3	20.08.2014	0,54	19.06.2014	62		
BE	within	D-OQU	D	6	0	3	20.08.2014	0,41	19.06.2014	62		
BE	invader	D-12478i	D	6	0	6	20.08.2014	0,69	19.06.2014	62		
BE	invader	D-17i	D	6	0	3	20.08.2014	0,63	19.06.2014	62		
BE	species	D-5ad	D	6	1	3	20.08.2014	0,53	19.06.2014	62		
BE	invader	D-134abi	D	6	1	6	20.08.2014	0,54	19.06.2014	62		
BE	species	D-a	D	6	1	1	20.08.2014	0,29	19.06.2014	62		
BE	species	D-4	D	6	0	1	20.08.2014	0,32	19.06.2014	62		
BE	within	D-N	D	6	0	1	20.08.2014	0,42	19.06.2014	62		
BE	invader	C-12i	C	1	0	3	04.09.2014	0,68	19.06.2014	77		
BE	species	C-26b	C	1	1	3	04.09.2014	0,81	19.06.2014	77		
BE	species	C-148	C	1	0	3	04.09.2014	0,77	19.06.2014	77		
BE	invader	C-134abi	C	1	1	6	04.09.2014	0,71	19.06.2014	77		
BE	within	C-Q	C	1	0	1	04.09.2014	0,68	19.06.2014	77		
BE	within	C-M	C	1	0	1	04.09.2014	0,58	19.06.2014	77		
BE	invader	C-abj	C	1	1	3	04.09.2014	0,79	19.06.2014	77		
BE	invader	C-12478i	C	1	0	6	04.09.2014	0,72	19.06.2014	77		
BE	invader	C-13478i	C	1	0	6	04.09.2014	0,70	19.06.2014	77		
BE	within	C-L	C	1	0	1	04.09.2014	0,71	19.06.2014	77		
BE	within	C-NQV	C	1	0	3	04.09.2014	0,63	19.06.2014	77		
BE	species	C-48d	C	1	1	3	04.09.2014	0,67	19.06.2014	77		
BE	within	C-P	C	1	0	1	04.09.2014	0,71	19.06.2014	77		
BE	invader	C-56abci	C	1	1	6	04.09.2014	0,73	19.06.2014	77		
BE	species	C-567abc	C	1	1	6	04.09.2014	0,77	19.06.2014	77		
BE	within	C-T	C	1	0	1	04.09.2014	0,57	19.06.2014	77		
BE	within	C-KMO	C	1	0	3	04.09.2014	0,66	19.06.2014	77		
BE	invader	C-4di	C	1	1	3	04.09.2014	0,71	19.06.2014	77		
BE	within	C-LMOQRT	C	1	0	6	04.09.2014	0,70	19.06.2014	77		
BE	invader	C-13567j	C	1	1	6	04.09.2014	0,75	19.06.2014	77		
BE	within	C-NTV	C	1	0	3	04.09.2014	0,49	19.06.2014	77		
BE	within	C-MNQRTU	C	1	0	6	04.09.2014	0,66	19.06.2014	77		
BE	species	C-abc	C	1	1	3	04.09.2014	0,74	19.06.2014	77		
BE	invader	C-6aj	C	1	1	3	04.09.2014	0,71	19.06.2014	77		
BE	species	C-5ad	C	1	1	3	04.09.2014	0,77	19.06.2014	77		
BE	within	C-KPS	C	1	0	3	04.09.2014	0,48	19.06.2014	77		
BE	within	C-KOQSUV	C	1	0	6	04.09.2014	0,65	19.06.2014	77		
BE	invader	C-17i	C	1	0	3	04.09.2014	0,76	19.06.2014	77		
BE	species	C-123567	C	1	0	6	04.09.2014	0,67	19.06.2014	77		
BE	within	C-LMOPSV	C	1	0	6	04.09.2014	0,55	19.06.2014	77		
BE	within	C-KLMQRT	C	1	0	6	04.09.2014	0,54	19.06.2014	77		
BE	species	C-b	C	1	1	1	04.09.2014	0,47	19.06.2014	77		
BE	within	C-U	C	1	0	1	04.09.2014	0,72	19.06.2014	77		
BE	species	C-17c	C	1	1	3	04.09.2014	0,79	19.06.2014	77		
BE	invader	C-iI	C	1	0	1	04.09.2014	0,64	19.06.2014	77		
BE	phytometer	C-LI	C	1	1	3	04.09.2014	0,73	19.06.2014	77		
BE	phytometer	C-SI	C	1	1	3	04.09.2014	0,65	19.06.2014	77		
BE	within	D-PTU	D	2	0	3	04.09.2014	0,32	19.06.2014	77		
BE	within	D-LMOQRT	D	2	0	6	04.09.2014	0,37	19.06.2014	77		
BE	species	D-1	D	2	0	1	04.09.2014	0,34	19.06.2014	77		
BE	within	D-LMOPSV	D	2	0	6	04.09.2014	0,42	19.06.2014	77		
BE	species	D-1467bd	D	2	1	6	04.09.2014	0,52	19.06.2014	77		
BE	invader	D-23568j	D	2	1	6	04.09.2014	0,44	19.06.2014	77		
BE	species	D-48d	D	2	0	3	04.09.2014	0,58	19.06.2014	77		
BE	species	D-2357ac	D	2	1	6	04.09.2014	0,63	19.06.2014	77		
BE	invader	D-4di	D	2	1	3	04.09.2014	0,61	19.06.2014	77		
BE	within	D-M	D	2	0	1	04.09.2014	0,43	19.06.2014	77		
BE	invader	D-8bi	D	2	1	3	04.09.2014	0,45	19.06.2014	77		
BE	invader	D-13567j	D	2	1	6	04.09.2014	0,74	19.06.2014	77		
BE	within	D-KRU	D	2	0	3	04.09.2014	0,52	19.06.2014	77		
BE	species	D-17c	D	2	1	3	04.09.2014	0,72	19.06.2014	77		
BE	species	D-567	D	2	0	3	04.09.2014	0,40	19.06.2014	77		
BE	species	D-3cd	D	2	1	3	04.09.2014	0,57	19.06.2014	77		
BE	invader	D-6aj	D	2	1	3	04.09.2014	0,55	19.06.2014	77		
BE	within	D-KLOPRS	D	2	0	6	04.09.2014	0,39	19.06.2014	77		
BE	within	D-KLMQRT	D	2	0	6	04.09.2014	0,42	19.06.2014	77		
BE	species	D-c	D	2	1	1	04.09.2014	0,71	19.06.2014	77		
BE	invader	D-8ci	D	2	1	3	04.09.2014	0,67	19.06.2014	77		
BE	invader	D-jI	D	2	1	1	04.09.2014	0,58	19.06.2014	77		
BE	species	D-7	D	2	0	1	04.09.2014	0,66	19.06.2014	77		
BE	within	D-V	D	2	0	1	04.09.2014	0,47	19.06.2014	77		
BE	within	D-L	D	2	0	1	04.09.2014	0,44	19.06.2014	77		
BE	within	D-NTV	D	2	0	3	04.09.2014	0,48	19.06.2014	77		
BE	within	D-KOQSUV	D	2	0	6	04.09.2014	0,44	19.06.2014	77		
BE	species	D-68b	D	2	1	3	04.09.2014	0,45	19.06.2014	77		
BE	within	D-K	D	2	0	1	04.09.2014	0,28	19.06.2014	77		
BE	within	D-KPS	D	2	0	3	04.09.2014	0,29	19.06.2014	77		
BE	invader	D-268bdi	D	2	1	6	04.09.2014	0,63	19.06.2014	77		
BE	invader	D-iIII	D	2	0	1	04.09.2014	0,66	19.06.2014	77		
BE	invader	D-jII	D	2	1	1	04.09.2014	0,59	19.06.2014	77		
BE	invader	D-138acj	D	2	1	6	04.09.2014	0,57	19.06.2014	77		
BE	species	D-567abc	D	2	1	6	04.09.2014	0,31	19.06.2014	77		
BE	phytometer	D-LI	D	2	1	3	04.09.2014	0,52	19.06.2014	77		
BE	phytometer	D-SI	D	2	1	3	04.09.2014	0,31	19.06.2014	77		
BE	within	D-NQV	D	3	0	3	04.09.2014	0,44	19.06.2014	77		
BE	species	D-134abc	D	3	1	6	04.09.2014	0,72	19.06.2014	77		
BE	within	D-NOQ	D	3	0	3	04.09.2014	0,56	19.06.2014	77		
BE	species	D-123567	D	3	0	6	04.09.2014	0,63	19.06.2014	77		
BE	species	D-123	D	3	0	3	04.09.2014	0,58	19.06.2014	77		
BE	species	D-24a	D	3	1	3	04.09.2014	0,67	19.06.2014	77		
BE	species	D-124678	D	3	0	6	04.09.2014	0,71	19.06.2014	77		
BE	species	D-1358ac	D	3	1	6	04.09.2014	0,63	19.06.2014	77		
BE	within	D-LPT	D	3	0	3	04.09.2014	0,49	19.06.2014	77		
BE	invader	D-12i	D	3	0	3	04.09.2014	0,59	19.06.2014	77		
BE	species	D-134578	D	3	0	6	04.09.2014	0,72	19.06.2014	77		
BE	within	D-R	D	3	0	1	04.09.2014	0,40	19.06.2014	77		
BE	species	D-5	D	3	0	1	04.09.2014	0,27	19.06.2014	77		
BE	species	D-d	D	3	1	1	04.09.2014	0,29	19.06.2014	77		
BE	within	D-MNQRTU	D	3	0	6	04.09.2014	0,52	19.06.2014	77		
BE	within	D-Q	D	3	0	1	04.09.2014	0,39	19.06.2014	77		
BE	invader	D-2dj	D	3	1	3	04.09.2014	0,50	19.06.2014	77		
BE	invader	D-iI	D	3	0	1	04.09.2014	0,61	19.06.2014	77		
BE	invader	D-iII	D	3	0	1	04.09.2014	0,64	19.06.2014	77		
BE	within	D-KNORSV	D	3	0	6	04.09.2014	0,38	19.06.2014	77		
BE	within	D-MNOPSU	D	3	0	6	04.09.2014	0,46	19.06.2014	77		
BE	species	D-b	D	3	1	1	04.09.2014	0,35	19.06.2014	77		
BE	within	D-KNPSUV	D	3	0	6	04.09.2014	0,37	19.06.2014	77		
BE	species	D-8	D	3	0	1	04.09.2014	0,46	19.06.2014	77		
BE	within	D-LMS	D	3	0	3	04.09.2014	0,39	19.06.2014	77		
BE	species	D-1258cd	D	3	1	6	04.09.2014	0,51	19.06.2014	77		
BE	invader	D-35j	D	3	1	3	04.09.2014	0,71	19.06.2014	77		
BE	species	D-26b	D	3	1	3	04.09.2014	0,52	19.06.2014	77		
BE	species	D-2	D	3	0	1	04.09.2014	0,54	19.06.2014	77		
BE	invader	D-258cdj	D	3	1	6	04.09.2014	0,58	19.06.2014	77		
BE	invader	D-2357cj	D	3	1	6	04.09.2014	0,74	19.06.2014	77		
BE	invader	D-147bdi	D	3	1	6	04.09.2014	0,72	19.06.2014	77		
BE	within	D-U	D	3	0	1	04.09.2014	0,53	19.06.2014	77		
BE	species	D-148	D	3	0	3	04.09.2014	0,40	19.06.2014	77		
BE	invader	D-13478i	D	3	0	6	04.09.2014	0,50	19.06.2014	77		
BE	phytometer	D-LII	D	3	1	3	04.09.2014	0,61	19.06.2014	77		
BE	phytometer	D-SII	D	3	1	3	04.09.2014	0,45	19.06.2014	77		
BE	species	C-3cd	C	4	1	3	04.09.2014	0,69	19.06.2014	77		
BE	species	C-d	C	4	1	1	04.09.2014	0,69	19.06.2014	77		
BE	species	C-124678	C	4	0	6	04.09.2014	0,63	19.06.2014	77		
BE	within	C-KNPSUV	C	4	0	6	04.09.2014	0,58	19.06.2014	77		
BE	within	C-N	C	4	0	1	04.09.2014	0,70	19.06.2014	77		
BE	species	C-8	C	4	0	1	04.09.2014	0,61	19.06.2014	77		
BE	invader	C-268bdi	C	4	1	6	04.09.2014	0,65	19.06.2014	77		
BE	invader	C-8ci	C	4	1	3	04.09.2014	0,72	19.06.2014	77		
BE	species	C-c	C	4	1	1	04.09.2014	0,77	19.06.2014	77		
BE	species	C-1467bd	C	4	1	6	04.09.2014	0,73	19.06.2014	77		
BE	within	C-KNRTUV	C	4	0	6	04.09.2014	0,63	19.06.2014	77		
BE	invader	C-56i	C	4	0	3	04.09.2014	0,78	19.06.2014	77		
BE	invader	C-34j	C	4	1	3	04.09.2014	0,80	19.06.2014	77		
BE	species	C-7	C	4	0	1	04.09.2014	0,77	19.06.2014	77		
BE	within	C-KNORSV	C	4	0	6	04.09.2014	0,71	19.06.2014	77		
BE	invader	C-2357cj	C	4	1	6	04.09.2014	0,82	19.06.2014	77		
BE	species	C-1	C	4	0	1	04.09.2014	0,67	19.06.2014	77		
BE	species	C-24a	C	4	1	3	04.09.2014	0,75	19.06.2014	77		
BE	species	C-134578	C	4	0	6	04.09.2014	0,76	19.06.2014	77		
BE	species	C-68b	C	4	1	3	04.09.2014	0,68	19.06.2014	77		
BE	within	C-OQU	C	4	0	3	04.09.2014	0,68	19.06.2014	77		
BE	within	C-LRS	C	4	0	3	04.09.2014	0,65	19.06.2014	77		
BE	species	C-2468ad	C	4	1	6	04.09.2014	0,70	19.06.2014	77		
BE	species	C-a	C	4	1	1	04.09.2014	0,60	19.06.2014	77		
BE	species	C-567	C	4	0	3	04.09.2014	0,72	19.06.2014	77		
BE	within	C-KNPQTV	C	4	0	6	04.09.2014	0,74	19.06.2014	77		
BE	species	C-134abc	C	4	1	6	04.09.2014	0,74	19.06.2014	77		
BE	species	C-1358ac	C	4	1	6	04.09.2014	0,65	19.06.2014	77		
BE	invader	C-iII	C	4	0	1	04.09.2014	0,64	19.06.2014	77		
BE	invader	C-23568j	C	4	1	6	04.09.2014	0,65	19.06.2014	77		
BE	species	C-6	C	4	0	1	04.09.2014	0,68	19.06.2014	77		
BE	invader	C-7cj	C	4	1	3	04.09.2014	0,81	19.06.2014	77		
BE	species	C-1258cd	C	4	1	6	04.09.2014	0,72	19.06.2014	77		
BE	invader	C-258cdj	C	4	1	6	04.09.2014	0,67	19.06.2014	77		
BE	within	C-LMS	C	4	0	3	04.09.2014	0,66	19.06.2014	77		
BE	phytometer	C-LII	C	4	1	3	04.09.2014	0,67	19.06.2014	77		
BE	phytometer	C-SII	C	4	1	3	04.09.2014	0,73	19.06.2014	77		
BE	species	C-2357ac	C	5	1	6	04.09.2014	0,63	19.06.2014	77		
BE	within	C-NOQ	C	5	0	3	04.09.2014	0,70	19.06.2014	77		
BE	invader	C-jI	C	5	1	1	04.09.2014	0,71	19.06.2014	77		
BE	within	C-KLOPRS	C	5	0	6	04.09.2014	0,71	19.06.2014	77		
BE	invader	C-iIII	C	5	0	1	04.09.2014	0,65	19.06.2014	77		
BE	invader	C-8bi	C	5	1	3	04.09.2014	0,68	19.06.2014	77		
BE	within	C-R	C	5	0	1	04.09.2014	0,62	19.06.2014	77		
BE	within	C-O	C	5	0	1	04.09.2014	0,64	19.06.2014	77		
BE	species	C-2	C	5	0	1	04.09.2014	0,70	19.06.2014	77		
BE	species	C-2468bd	C	5	1	6	04.09.2014	0,65	19.06.2014	77		
BE	species	C-357	C	5	0	3	04.09.2014	0,67	19.06.2014	77		
BE	within	C-LPT	C	5	0	3	04.09.2014	0,71	19.06.2014	77		
BE	invader	C-147bdi	C	5	1	6	04.09.2014	0,67	19.06.2014	77		
BE	invader	C-246adj	C	5	1	6	04.09.2014	0,65	19.06.2014	77		
BE	within	C-MRV	C	5	0	3	04.09.2014	0,64	19.06.2014	77		
BE	within	C-KRU	C	5	0	3	04.09.2014	0,59	19.06.2014	77		
BE	invader	C-jII	C	5	1	1	04.09.2014	0,77	19.06.2014	77		
BE	within	C-S	C	5	0	1	04.09.2014	0,51	19.06.2014	77		
BE	within	C-V	C	5	0	1	04.09.2014	0,69	19.06.2014	77		
BE	species	C-234568	C	5	0	6	04.09.2014	0,67	19.06.2014	77		
BE	within	C-PTU	C	5	0	3	04.09.2014	0,59	19.06.2014	77		
BE	invader	C-35j	C	5	1	3	04.09.2014	0,78	19.06.2014	77		
BE	invader	C-jIII	C	5	1	1	04.09.2014	0,76	19.06.2014	77		
BE	invader	C-2dj	C	5	1	3	04.09.2014	0,77	19.06.2014	77		
BE	phytometer	C-LIII	C	5	1	3	04.09.2014	0,73	19.06.2014	77		
BE	within	C-K	C	5	0	1	04.09.2014	0,67	19.06.2014	77		
BE	species	C-4	C	5	0	1	04.09.2014	0,71	19.06.2014	77		
BE	species	C-3	C	5	0	1	04.09.2014	0,70	19.06.2014	77		
BE	invader	C-138acj	C	5	1	6	04.09.2014	0,71	19.06.2014	77		
BE	phytometer	C-SIII	C	5	1	3	04.09.2014	0,68	19.06.2014	77		
BE	within	C-KMPQTU	C	5	0	6	04.09.2014	0,59	19.06.2014	77		
BE	species	C-5	C	5	0	1	04.09.2014	0,76	19.06.2014	77		
BE	within	C-MNOPSU	C	5	0	6	04.09.2014	0,67	19.06.2014	77		
BE	species	C-123	C	5	0	3	04.09.2014	0,68	19.06.2014	77		
BE	species	D-abc	D	6	1	3	04.09.2014	0,37	19.06.2014	77		
BE	species	D-234568	D	6	0	6	04.09.2014	0,34	19.06.2014	77		
BE	invader	D-34j	D	6	1	3	04.09.2014	0,36	19.06.2014	77		
BE	invader	D-jIII	D	6	1	1	04.09.2014	0,35	19.06.2014	77		
BE	species	D-2468bd	D	6	1	6	04.09.2014	0,31	19.06.2014	77		
BE	within	D-LRS	D	6	0	3	04.09.2014	0,46	19.06.2014	77		
BE	within	D-KNRTUV	D	6	0	6	04.09.2014	0,38	19.06.2014	77		
BE	invader	D-56abci	D	6	1	6	04.09.2014	0,44	19.06.2014	77		
BE	phytometer	D-SIII	D	6	1	3	04.09.2014	0,40	19.06.2014	77		
BE	within	D-S	D	6	0	1	04.09.2014	0,44	19.06.2014	77		
BE	within	D-P	D	6	0	1	04.09.2014	0,42	19.06.2014	77		
BE	invader	D-56i	D	6	0	3	04.09.2014	0,40	19.06.2014	77		
BE	species	D-6	D	6	0	1	04.09.2014	0,34	19.06.2014	77		
BE	within	D-O	D	6	0	1	04.09.2014	0,39	19.06.2014	77		
BE	invader	D-246adj	D	6	1	6	04.09.2014	0,50	19.06.2014	77		
BE	species	D-2468ad	D	6	1	6	04.09.2014	0,44	19.06.2014	77		
BE	invader	D-abj	D	6	1	3	04.09.2014	0,34	19.06.2014	77		
BE	species	D-357	D	6	0	3	04.09.2014	0,54	19.06.2014	77		
